drntanguay	#AMIA2014 I'd like to change the Tutorials I signed up for. Anyone know how to do it?	Sun Nov 9 4:54:27 PST 2014   
uthealth_sbmi	RT @DrDannySands: Thanks to #AMIA2014 Informatics Year-in-Review student volunteers, esp leads @katefu, @SarahKnapfel, Shefali Gupta	Mon Nov 17 9:21:03 PST 2014   
kimunertlphd	Hope to see a big crowd! AMIA High School Scholars presenting their work today from 1:45-3pm in the Georgetown Room. #AMIA2014	Mon Nov 17 9:21:17 PST 2014   
limsi_nlp	RT @cgrouin: Automatic Content Extraction for Designing a French Clinical Corpus. #AMIA2014 poster, today! http://t.co/DFh8hvsxIE	Mon Nov 17 9:21:29 PST 2014   
uthealth_sbmi	Birds of a Feather Session: From Argyris to Zimbardo: Seeing Like a Social Scientist, 12:15p, Jefferson West. #AMIA2014	Mon Nov 17 9:23:04 PST 2014   
drchrispaton	RT @dcihmfp: Congrats to Division Chief Dr Charles Safran -- receiving the Morris Collen Award 2014! @AMIAinformatics #amia2014 http://t.…	Mon Nov 17 9:23:11 PST 2014   
dreamybubz	RT @Linguamatics: Underway at the corporate roundtable #AMIA2014 http://t.co/8W6XE0ZOzu	Mon Nov 17 9:23:40 PST 2014   
regwysocki	RT @UTHealth_SBMI: We're posting all our pics & things to do in #DC while at #AMIA2014 on our Pinboard. http://t.co/w97QTAHWfQ	Mon Nov 17 9:24:06 PST 2014   
dronurasan	RT @suzannTee: Collecting social and behavioral determinants of health in the EHR is a game changer! #AMIA2014 http://t.co/0PMduRvJtw	Mon Nov 17 9:24:56 PST 2014   
uthealth_sbmi	ACMI “Meet the Experts” Sessions w/ @uubmi @wendywchapman, 12:30p, Georgetown room. #AMIA2014	Mon Nov 17 9:25:03 PST 2014   
kimunertlphd	Interested in social science in informatics? Birds of a Feather session on NOW in Jefferson. #AMIA2014	Mon Nov 17 9:25:04 PST 2014   
mitrecorp	.@MITREhealth will help panel a #AMIA2014 talk tomorrow on CQF (Clinical Quality Framework) and interoperability. http://t.co/rY0e0eMd4s	Mon Nov 17 9:25:18 PST 2014   
uthealth_sbmi	ACMI “Meet the Experts” Sessions w/ @titusschleyer, 12:30p, Lincoln East/Monroe room. #AMIA2014	Mon Nov 17 9:25:45 PST 2014   
suzanntee	RT @motorcycle_guy: OpenMRS and OpenHIE are two open source systems used in Global Health initiatives using standards such as IHE XDS and H…	Mon Nov 17 9:25:53 PST 2014   
dronurasan	RT @jd_pdx: @jd_pdx: Mobile app to teach kids about safety around bikes and dogs. So. Incredibly. Cool. #iBSafe #S22 #AMIA2014 #pedsinforma…	Mon Nov 17 9:26:22 PST 2014   
uthealth_sbmi	ACMI “Meet the Experts” Sessions w/ Peter Embi, 12:30p, Gunston room. #AMIA2014	Mon Nov 17 9:26:40 PST 2014   
nightingaleapps	We are listening to the #ONCCMS session on policy updates with ONC & CMS! #MeaningfulUse #interoperability #AMIA2014	Mon Nov 17 9:26:59 PST 2014   
dennis_imo	Dr Frank Naeymi-Rad CEO of @IMOsolutions kicks off the round table at #AMIA2014 http://t.co/iG5USBguSa	Mon Nov 17 9:27:20 PST 2014   
uthealth_sbmi	ACMI “Meet the Experts” Sessions w/ Joshua Denny, 12:30p, International Ballroom West. #AMIA2014	Mon Nov 17 9:28:04 PST 2014   
jz_reed	RT @Linguamatics: Underway at the corporate roundtable #AMIA2014 http://t.co/8W6XE0ZOzu	Mon Nov 17 9:28:06 PST 2014   
imosolutions	RT @Dennis_IMO: Dr Frank Naeymi-Rad CEO of @IMOsolutions kicks off the round table at #AMIA2014 http://t.co/iG5USBguSa	Mon Nov 17 9:28:11 PST 2014   
fnlm	RT @Cerner: Roy Simpson honors Dr. Virginia Saba, winner of the 2014 @FNLM Nursing Informatics Award at #AMIA2014. http://t.co/jAQGWU6ICQ	Mon Nov 17 9:29:13 PST 2014   
uthealth_sbmi	ACMI “Meet the Experts” Sessions w/ Patricia Dykes, 12:30p, Lincoln West. #AMIA2014	Mon Nov 17 9:29:45 PST 2014   
wareflo	1:45PM using Patient Preferences 2 Deliver Participatory Medicine (workflow domain #ontology) http://t.co/pSZAVoSuHP #AMIA2014 #AMIAworkflow	Mon Nov 17 9:30:02 PST 2014   
uthealth_sbmi	ACMI “Meet the Experts” Sessions w/ Mor Peleg, 12:30p, Jefferson East. #AMIA2014	Mon Nov 17 9:30:17 PST 2014   
uthealth_sbmi	ACMI “Meet the Experts” Sessions w/ Dina Demner-Fushman, 12:30p, Fairchild room. #AMIA2014	Mon Nov 17 9:30:48 PST 2014   
uthealthspa	RT @UTHealth_SBMI: Love this pic of SBMI prof. A. Franklin w/ SBMI AA Director @TweetinJaime, stop by our booth & take a pic. #AMIA2014 htt…	Mon Nov 17 9:31:49 PST 2014   
yuriquintana	RT @dcihmfp: Great job by DCI Faculty @DrDannySands with Year In Review session 1 this morning #AMIA2014 @AMIAinformatics @AMIApolicy	Mon Nov 17 9:31:52 PST 2014   
dcihmfp	RT @shirafischer: Enjoying Danny Sands' yearly YIR: Informatics in the Media http://t.co/P5DXdJ4n2N #amia2014 @dcihmfp @DrDannySands	Mon Nov 17 9:31:52 PST 2014   
yuriquintana	RT @dcihmfp: Join the 5pm session with @bradcrotty & others on Elders & Families Rely On Social Networks For Aging-Related Information #AMI…	Mon Nov 17 9:32:03 PST 2014   
2healthguru	@Greg_Meyer93 @RossMartin @MandiBPro Negatory! #AMIA2014 jam session? Ross can do….	Mon Nov 17 9:33:26 PST 2014   
jessiet1023	ConvergeHEALTH lunch- Tom Davenport- descriptive analytics is old news- need predictive and prescriptive #analytics #AMIA2014	Mon Nov 17 9:34:13 PST 2014   
dbarthjones	RT @MITREcorp: .@MITREhealth will help panel a #AMIA2014 talk tomorrow on CQF (Clinical Quality Framework) and interoperability. http://t.c…	Mon Nov 17 9:34:23 PST 2014   
pattiabbott	#AMIA2014 - AMIA AHIMA presentation on accreditation/certification. Cabinet Room. Claire Dixon Lee speaking	Mon Nov 17 9:34:41 PST 2014   
dbarthjones	RT @hemoncwarner: Policy wonks, come on down to the ONC and CMS policy update! #AMIA2014 #policy	Mon Nov 17 9:34:54 PST 2014   
dbarthjones	RT @ElinSilveous: Folks at #AHA14 #ACR14 #AMIA2014 --> MT @PCORI Join #PCORI & @Health_Affairs 2pmET for Q&A on #PatientEngagement in resea…	Mon Nov 17 9:35:24 PST 2014   
bradcrotty	RT @dcihmfp: Join the 5pm session with @bradcrotty & others on Elders & Families Rely On Social Networks For Aging-Related Information #AMI…	Mon Nov 17 9:35:25 PST 2014   
dbarthjones	RT @dcihmfp: Great job by DCI Faculty @DrDannySands with Year In Review session 1 this morning #AMIA2014 @AMIAinformatics @AMIApolicy	Mon Nov 17 9:35:33 PST 2014   
bandriesen	RT @hemoncwarner: Policy wonks, come on down to the ONC and CMS policy update! #AMIA2014 #policy	Mon Nov 17 9:35:39 PST 2014   
uthealth_sbmi	RT @shirafischer: Enjoying Danny Sands' yearly YIR: Informatics in the Media http://t.co/P5DXdJ4n2N #amia2014 @dcihmfp @DrDannySands	Mon Nov 17 9:35:55 PST 2014   
dbarthjones	RT @dpugrad01: @theIOM report on routine collection and use of social determinants in #EHR and #HIE is out. http://t.co/RfjXHqdJ2p #AMIA2014	Mon Nov 17 9:36:42 PST 2014   
erinhead_him	RT @OPAHIT: Need national standards on usability and workflow analysis #AMIA2014	Mon Nov 17 9:37:00 PST 2014   
dbarthjones	RT @aliciaault: #IOM panel urges inclusion of social, behavioral factors in #EHRs. http://t.co/ps5xRbrCeO #AMIA2014 #healthIT #MeaningfulUse	Mon Nov 17 9:38:41 PST 2014   
titusschleyer	@titusschleyer 's "Meet the expert" session - PLENTY of room ;-) . #AMIA2014. I should have brought free beer ... http://t.co/URVFjf4LCJ	Mon Nov 17 9:38:47 PST 2014   
dbarthjones	RT @puhfu: Link for @dpugrad01 #PublicHealthInformatics #YIR #S12 presentation http://t.co/aKRASp1TiL #AMIA2014 (must be @AMIAinformatics m…	Mon Nov 17 9:40:05 PST 2014   
rossmartin	#AMIA2014 Simon Beaulah of @Linguamatics hosting an AMIA Corporate Roundtable on novel applications of NLP. Great Qs! http://t.co/F7Qc9NW6JT	Mon Nov 17 9:41:20 PST 2014   
linguamatics	RT @RossMartin: #AMIA2014 Simon Beaulah of @Linguamatics hosting an AMIA Corporate Roundtable on novel applications of NLP. Great Qs! http:…	Mon Nov 17 9:41:37 PST 2014   
jd_pdx	#A22 I love that one of the founding scientists of medical informatics, Diana Forsythe, was an anthropologist #AMIA2014	Mon Nov 17 9:42:00 PST 2014   
emilayamei	Have you seen the roadmap & building blocks for #HIT Interoperability from @ONC_HealthIT? #AMIA2014 http://t.co/UwzNLh8ge6	Mon Nov 17 9:42:31 PST 2014   
dbarthjones	RT @puhfu: Hripcsak: @theIOM rec. @NIH develop research plan coord by @NIHOBSSR to advance social/behavioral determinants research #AMIA2014	Mon Nov 17 9:43:44 PST 2014   
dbarthjones	RT @puhfu: Hripcsak: @theIOM rec. @ONC_HealthIT expand certification process to include ability to collect social/behavioral determinants #…	Mon Nov 17 9:43:52 PST 2014   
dbarthjones	RT @puhfu: .@Columbia Hripcsak notes that much of the benefit of social/behavioral measures does not accrue to the collector but to others …	Mon Nov 17 9:44:04 PST 2014   
rossmartin	The #AMIA2014 attendees bring an incredible level of expertise, insight and curiosity to the Corporate Roundtables. @Linguamatics @Cerner	Mon Nov 17 9:44:33 PST 2014   
dbarthjones	RT @puhfu: .@Columbia George Hripcsak implementation issues for social/behavioral measures in #EHR not only technical #AMIA2014 http://t.co…	Mon Nov 17 9:44:34 PST 2014   
chfloudas	RT @titusschleyer: @titusschleyer 's "Meet the expert" session - PLENTY of room ;-) . #AMIA2014. I should have brought free beer ... http:/…	Mon Nov 17 9:44:38 PST 2014   
ehrscience	RT @OPAHIT: Need national standards on usability and workflow analysis #AMIA2014	Mon Nov 17 9:44:38 PST 2014   
linguamatics	RT @RossMartin: The #AMIA2014 attendees bring an incredible level of expertise, insight and curiosity to the Corporate Roundtables. @Lingua…	Mon Nov 17 9:44:52 PST 2014   
dbarthjones	RT @puhfu: .@DrDeidraCrews notes benefits include more effective treatment, pophealth, and discovery of linkages #AMIA2014 http://t.co/zvj…	Mon Nov 17 9:45:26 PST 2014   
rossmartin	#AMIA2014 attendees bring an incredible level of expertise, insight & curiosity to Corporate Roundtables. @DeloitteHealth @convergehealth	Mon Nov 17 9:45:47 PST 2014   
susanchull	RT @dcihmfp: Join the 5pm session with @bradcrotty & others on Elders & Families Rely On Social Networks For Aging-Related Information #AMI…	Mon Nov 17 9:46:16 PST 2014   
rossmartin	#AMIA2014 attendees bring an incredible level of expertise, insight & curiosity to Corporate Roundtables. @IMOsolutions	Mon Nov 17 9:47:02 PST 2014   
ehrscience	RT @titusschleyer: #LB01 S. Corley: Plenty of opportunities to improve the user interface for clinical documentation. We need user-centered…	Mon Nov 17 9:47:03 PST 2014   
patientpoint	RT @westr: RT @trentrosenbloom: Fort: "In a fragmented healthcare system, the patient is the only common element across sites" #AMIA2014 #A…	Mon Nov 17 9:47:22 PST 2014   
madhavicmu	RT @DavidGotz: High School Scholar Meghana Genapathirju presents at #AMIA2014 #VAHC2014 http://t.co/rptqGCpdrU	Mon Nov 17 9:47:37 PST 2014   
rossmartin	#AMIA2014 attendees bring an incredible level of expertise, insight & curiosity to Corporate Roundtables. @MEDITECH hosted one this am.	Mon Nov 17 9:47:44 PST 2014   
bandriesen	RT @emilayamei: Have you seen the roadmap & building blocks for #HIT Interoperability from @ONC_HealthIT? #AMIA2014 http://t.co/UwzNLh8ge6	Mon Nov 17 9:47:58 PST 2014   
wareflo	@jd_pdx Diana wrote about me in one of her papers http://t.co/hBFu7wmDWu She didn't name me by name, of course! #AMIA2014 #anthropology	Mon Nov 17 9:48:38 PST 2014   
wareflo	1:45PM Multi-level Fit between Work & Tech in Secure Messaging (excellent workflow diagram) http://t.co/F3zDs28yvq #AMIA2014 #AMIAworkflow	Mon Nov 17 9:50:06 PST 2014   
wareflo	BTW #AMIA2014 natural language processing & generation folks, please use #NLProc so larger computational linguistics community can find you!	Mon Nov 17 9:50:13 PST 2014   
susanchull	Building block: Include consumer perspectives? Why not legitimize role of person at center in governance framework @ONC_HealthIT #amia2014	Mon Nov 17 9:50:32 PST 2014   
susanchull	@westr @trentrosenbloom Innovation needed trusted community health record banks #amia2014	Mon Nov 17 9:51:40 PST 2014   
abdulelsayed	RT @aliciaault: #IOM panel urges inclusion of social, behavioral factors in #EHRs. http://t.co/ps5xRbrCeO #AMIA2014 #healthIT #MeaningfulUse	Mon Nov 17 9:51:44 PST 2014   
pallavsharda	Hearing ONC updates at #AMIA2014. See this "Feedback from field" slide. Deja Vu. Not sure what to take away. Again. http://t.co/094uCRiS0g	Mon Nov 17 9:53:00 PST 2014   
the2x2project	RT @aliciaault: #IOM panel urges inclusion of social, behavioral factors in #EHRs. http://t.co/ps5xRbrCeO #AMIA2014 #healthIT #MeaningfulUse	Mon Nov 17 9:53:04 PST 2014   
stevepiccolo	RT @blancahimes: Indra Sarkar: we are scientists despite push to give us roles of technicians. We don’t just collect data but create knowle…	Mon Nov 17 9:53:13 PST 2014   
kramesstaywell	Updated Daily! #AMIA2014 Tweet Volume Visually Compared to #AMIA2013, #AMIA2012, and #AMIA2011 Tweet Volumes - http://t.co/cgpRdCHY8X 2014’…	Mon Nov 17 9:54:07 PST 2014   
susanchull	Let consumer controlled preferences for privacy innovations across ecosystem leapfrog interoperablility @ONC_HealthIT #amia2014	Mon Nov 17 9:54:19 PST 2014   
brendansharkey	How do we get our stories told better, remembered and then re-told? #P4C2014 #AHA14 #AMIA2014 #StateofSearch #Gruber http://t.co/MWF9NCTTwF	Mon Nov 17 9:55:28 PST 2014   
caaakre	RT @DrDannySands: In addition to slides, see rankings & full text of top articles for #AMIA2014 Informatics in Media Year-in-Review at http…	Mon Nov 17 9:55:37 PST 2014   
thatalexcheng	Meeting the expert: Wendy Chapman at #AMIA2014	Mon Nov 17 9:55:42 PST 2014   
dbarthjones	@Pattifbrennan @DrDeidraCrews Describe #IoM #SDoH #EHR Core Domain Measures (Lower Not Routinely Collected) #AMIA2014 http://t.co/synAiZUr32	Mon Nov 17 9:56:14 PST 2014   
askappdev	RT @SusanCHull: Building block: Include consumer perspectives? Why not legitimize role of person at center in governance framework @ONC_He…	Mon Nov 17 9:56:25 PST 2014   
bentondickey	RT @Cerner: Dr. David McCallie discusses the future of EHRs and the use of SMART on #FHIR platforms at #AMIA2014 . http://t.co/Fc8E6AS5Us	Mon Nov 17 9:56:36 PST 2014   
newsdatascience	RT @wareFLO: 1:45PM Multi-level Fit between Work & Tech in Secure Messaging (excellent workflow diagram) http://t.co/F3zDs28yvq #AMIA2014 #…	Mon Nov 17 9:56:50 PST 2014   
wareflo	RT @Pallavsharda: Hearing ONC updates at #AMIA2014. See this "Feedback from field" slide. Deja Vu. Not sure what to take away. Again. http:…	Mon Nov 17 9:56:55 PST 2014   
dbarthjones	RT @puhfu: .@pattifbrennan @theIOM candidate social and behavioral measures #AMIA2014 http://t.co/vKGdwXiRkD	Mon Nov 17 9:57:09 PST 2014   
dbarthjones	RT @puhfu: .@pattifbrennan @theIOM process for choosing social and behavioral measures #AMIA2014 http://t.co/aaR5w05b2E	Mon Nov 17 9:57:17 PST 2014   
pgrusso	RT @aliciaault: #IOM panel urges inclusion of social, behavioral factors in #EHRs. http://t.co/ps5xRbrCeO #AMIA2014 #healthIT #MeaningfulUse	Mon Nov 17 9:59:47 PST 2014   
amiainformatics	RT @deansittig: #AMIA2014 CDS tutorial dream-team: Osheroff, Jenders, Sittig, Murphy, Teich all @AMIAinformatics members celebrating http:/…	Mon Nov 17 10:04:44 PST 2014   
kimunertlphd	Disciplines at the social science Birds of a Feather: anthropology, psychology, HCI, human factors, health econ, & many more. #AMIA2014	Mon Nov 17 10:05:52 PST 2014   
mfrisse	RT @motorcycle_guy: Automating consent workflows by verifying treatment relationships, an #AMIA2014 poster http://t.co/18jds6UfBY	Mon Nov 17 10:06:55 PST 2014   
trentrosenbloom	RT @SusanCHull: @westr @trentrosenbloom Innovation needed trusted community health record banks #amia2014	Mon Nov 17 10:07:38 PST 2014   
rossmartin	It's raining, it's pouring, it's a great day to be at the Washington Hilton for #AMIA2014! @AMIAinformatics @HiltonHotels #greathospitality	Mon Nov 17 10:08:17 PST 2014   
ckuziemsky	RT @kimunertlphd: Disciplines at the social science Birds of a Feather: anthropology, psychology, HCI, human factors, health econ, & many m…	Mon Nov 17 10:08:21 PST 2014   
amiapolicy	RT @dcihmfp: Great job by DCI Faculty @DrDannySands with Year In Review session 1 this morning #AMIA2014 @AMIAinformatics @AMIApolicy	Mon Nov 17 10:09:02 PST 2014   
amiapolicy	RT @RossMartin: It's raining, it's pouring, it's a great day to be at the Washington Hilton for #AMIA2014! @AMIAinformatics @HiltonHotels #…	Mon Nov 17 10:09:24 PST 2014   
jessiet1023	Different data is more valuable than more data #AMIA2014	Mon Nov 17 10:09:24 PST 2014   
wareflo	1:45 Using TURF 2 Understand Functions of Interruptions (necessary vs unnecessary interrupts) http://t.co/zHVbCyNxDH #AMIA2014 #AMIAworkflow	Mon Nov 17 10:10:10 PST 2014   
kimunertlphd	Thanks to @GenomeGal & @amiastwg for helping us connect the #AMIA2014 High School Scholars with graduate student mentors!	Mon Nov 17 10:11:45 PST 2014   
bandriesen	RT @RossMartin: It's raining, it's pouring, it's a great day to be at the Washington Hilton for #AMIA2014! @AMIAinformatics @HiltonHotels #…	Mon Nov 17 10:11:50 PST 2014   
mfrisse	RT @DrDannySands: In addition to slides, see rankings & full text of top articles for #AMIA2014 Informatics in Media Year-in-Review at http…	Mon Nov 17 10:12:07 PST 2014   
mfrisse	RT @Fridsma: Congratulations to Charlie Safran @csafran #AMIA2014 Morris Collins winner. Well deserved! @AMIAinformatics	Mon Nov 17 10:13:48 PST 2014   
genomegal	RT @RossMartin: It's raining, it's pouring, it's a great day to be at the Washington Hilton for #AMIA2014! @AMIAinformatics @HiltonHotels #…	Mon Nov 17 10:14:55 PST 2014   
genomegal	RT @kimunertlphd: Thanks to @GenomeGal & @amiastwg for helping us connect the #AMIA2014 High School Scholars with graduate student mentors!	Mon Nov 17 10:15:03 PST 2014   
hwcir	Session S30: Mental Health--Informatics and Analytics with Drs. Oniki, Taylor, Wilcox, Cannon, & team. 1:45PM in Fairchild. #AMIA2014	Mon Nov 17 10:16:07 PST 2014   
jamesspillaneis	RT @Pallavsharda: Hearing ONC updates at #AMIA2014. See this "Feedback from field" slide. Deja Vu. Not sure what to take away. Again. http:…	Mon Nov 17 10:16:07 PST 2014   
rossmartin	#AMIAsGotTalent coming up 8:30 tonight at #AMIA2014! Hosted by @ACMImimi Pres (me). Last chance to sign up - Music? Magic? Comedy? Bring it!	Mon Nov 17 10:17:17 PST 2014   
katefu	RT @DrDannySands: In addition to slides, see rankings & full text of top articles for #AMIA2014 Informatics in Media Year-in-Review at http…	Mon Nov 17 10:18:28 PST 2014   
rossmartin	RT @DrDannySands: In addition to slides, see rankings & full text of top articles for #AMIA2014 Informatics in Media Year-in-Review at http…	Mon Nov 17 10:18:53 PST 2014   
